index	project_slug	role	width_px	height_px	response_format	bytes	audited_on	http_status	quality_assessment	crop_assessment	future_action	url
279	the-william	gallery-3	1481	983	jpeg	245311	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20William%20residences/4.jpg.webp
280	the-william	gallery-4	815	493	jpeg	90553	2026-07-12	200	Resolution limited for flexible web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20William%20residences/5.jpg.webp
281	thelauderdale	cover	1920	1080	jpeg	293241	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/The%20Lauderdale/Aerial-01-FINALkfc-1920x1080.webp
282	thelauderdale	gallery-1	1920	1080	jpeg	318708	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/1.webp
283	thelauderdale	gallery-2	1920	1080	jpeg	259620	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/2.jpg
284	thelauderdale	gallery-3	1920	1080	jpeg	158200	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/33.jpg
285	thelauderdale	gallery-4	1920	1080	jpeg	176554	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/4.jpg
286	thelauderdale	gallery-5	1080	1920	jpeg	108690	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Portrait; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/5.jpg
287	thelauderdale	gallery-6	1920	1080	jpeg	645033	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/6.jpg
288	thelauderdale	gallery-7	1920	1080	jpeg	320783	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/7.webp
289	thelauderdale	gallery-8	1920	1080	jpeg	535351	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20Lauderdale/8.jpg
290	twenty-six-and-2nd	gallery-1	6001	3001	jpeg	2743229	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/4n5uBSXg.jpeg
291	twenty-six-and-2nd	gallery-2	2048	1153	jpeg	589027	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/igHD_Nog.jpeg
292	twenty-six-and-2nd	gallery-3	4001	1868	jpeg	1404475	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/2g77yOBg.jpeg
293	twenty-six-and-2nd	gallery-4	2048	1152	jpeg	640883	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/x4N4sTUg.jpeg
294	twenty-six-and-2nd	gallery-5	2048	1152	jpeg	392607	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/ZGPMqCzw.jpeg
295	twenty-six-and-2nd	gallery-6	1641	998	jpeg	127126	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/Twenty-six-kitchen.jpeg
296	twenty-six-and-2nd	gallery-7	1280	1280	jpeg	165070	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/mF57DqjQ.jpeg
297	twenty-six-and-2nd	gallery-8	1280	1280	jpeg	168547	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Twenty%20Six%20and%20Second/MkY7dPhg.jpeg
298	viceroy-brickell-residences	cover	1200	800	jpeg	126875	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Viceroy/1.jpg
299	viceroy-brickell-residences	gallery-1	1200	800	jpeg	147237	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Viceroy/2.jpg
300	viceroy-brickell-residences	gallery-2	1200	800	jpeg	118993	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Viceroy/3.jpg
301	viceroy-brickell-residences	gallery-3	1200	800	jpeg	111532	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Viceroy/4.jpg
302	viceroy-brickell-residences	gallery-5	1200	800	jpeg	109037	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Viceroy/6.jpg
303	viceroy-brickell-residences	gallery-6	1200	800	jpeg	127935	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Viceroy/7.jpg
304	viceroy-brickell-residences	gallery-7	1200	800	jpeg	65834	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Viceroy/8.jpg
305	viceroy-brickell-residences	gallery-8	1200	800	jpeg	70145	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Viceroy/9.jpg
